Day of Date,Reg,Segmen Produk,Revenue,Target
1/17/2023,Reg 2,Remittance & Sharia,40506415,0
1/17/2023,Reg 3,Bendapos & Meterai,104819320,0
1/17/2023,Reg 3,Fronting,32451916,0
1/17/2023,Reg 3,Fund Distribution,552514255,0
1/17/2023,Reg 3,Payment,48936666,0
1/17/2023,Reg 3,Remittance & Sharia,59699327,0
1/17/2023,Reg 4,Bendapos & Meterai,124880000,0
1/17/2023,Reg 4,Fronting,33058178,0
1/17/2023,Reg 4,Fund Distribution,60645593,0
1/17/2023,Reg 4,Payment,111287481,0
1/17/2023,Reg 4,Remittance & Sharia,21987335,0
1/17/2023,Reg 5,Bendapos & Meterai,175456688,0
1/17/2023,Reg 5,Fronting,64823300,0
1/17/2023,Reg 5,Fund Distribution,93095945,0
1/17/2023,Reg 5,Payment,116521293,0
1/17/2023,Reg 5,Remittance & Sharia,47850158,0
1/17/2023,Reg 6,Bendapos & Meterai,157154754,0
1/17/2023,Reg 6,Fronting,62486386,0
1/17/2023,Reg 6,Fund Distribution,135136903,0
1/17/2023,Reg 6,Payment,165795696,0
1/17/2023,Reg 6,Remittance & Sharia,38574354,0
1/18/2023,Pospay,Bendapos & Meterai,0,0
1/18/2023,Pospay,Fronting,88072,0
1/18/2023,Pospay,Fund Distribution,96055,0
1/18/2023,Pospay,Payment,104367145,0
1/18/2023,Pospay,Remittance & Sharia,5291734,0
1/18/2023,Reg 1,Bendapos & Meterai,174548327,0
1/18/2023,Reg 1,Fronting,60322355,0
1/18/2023,Reg 1,Fund Distribution,102804445,0
1/18/2023,Reg 1,Payment,194700379,0
1/18/2023,Reg 1,Remittance & Sharia,27929182,0
1/18/2023,Reg 2,Bendapos & Meterai,284600225,0
1/18/2023,Reg 2,Fronting,29892631,0
1/18/2023,Reg 2,Fund Distribution,36734264,0
1/18/2023,Reg 2,Payment,76989845,0
1/18/2023,Reg 2,Remittance & Sharia,36032250,0
1/18/2023,Reg 3,Bendapos & Meterai,91594740,0
1/18/2023,Reg 3,Fronting,32988833,0
1/18/2023,Reg 3,Fund Distribution,446713551,0
1/18/2023,Reg 3,Payment,50101206,0
1/18/2023,Reg 3,Remittance & Sharia,59169009,0
1/18/2023,Reg 4,Bendapos & Meterai,134350357,0
1/18/2023,Reg 4,Fronting,33844880,0
1/18/2023,Reg 4,Fund Distribution,51177802,0
1/18/2023,Reg 4,Payment,124904802,0
1/18/2023,Reg 4,Remittance & Sharia,20608935,0
1/18/2023,Reg 5,Bendapos & Meterai,191962927,0
1/18/2023,Reg 5,Fronting,66150505,0
1/18/2023,Reg 5,Fund Distribution,78562107,0
1/18/2023,Reg 5,Payment,117031137,0
1/18/2023,Reg 5,Remittance & Sharia,45289789,0
1/18/2023,Reg 6,Bendapos & Meterai,139311587,0
1/18/2023,Reg 6,Fronting,63351870,0
1/18/2023,Reg 6,Fund Distribution,114039775,0
1/18/2023,Reg 6,Payment,153999905,0
1/18/2023,Reg 6,Remittance & Sharia,33076960,0
1/19/2023,Pospay,Bendapos & Meterai,0,0
1/19/2023,Pospay,Fronting,107945,0
1/19/2023,Pospay,Payment,133711496,0
1/19/2023,Pospay,Remittance & Sharia,3960964,0
1/19/2023,Reg 1,Bendapos & Meterai,207672224,0
1/19/2023,Reg 1,Fronting,61512191,0
1/19/2023,Reg 1,Payment,204333999,0
1/19/2023,Reg 1,Remittance & Sharia,27877800,0
1/19/2023,Reg 2,Bendapos & Meterai,299746634,0
1/19/2023,Reg 2,Fronting,30186341,0
1/19/2023,Reg 2,Payment,91399854,0
1/19/2023,Reg 2,Remittance & Sharia,39233261,0
1/19/2023,Reg 3,Bendapos & Meterai,100088244,0
1/19/2023,Reg 3,Fronting,33417768,0
1/19/2023,Reg 3,Payment,57222173,0
1/19/2023,Reg 3,Remittance & Sharia,54160448,0
1/19/2023,Reg 4,Bendapos & Meterai,125229107,0
1/19/2023,Reg 4,Fronting,34378106,0
1/19/2023,Reg 4,Payment,152234582,0
1/19/2023,Reg 4,Remittance & Sharia,20035659,0
1/19/2023,Reg 5,Bendapos & Meterai,201469480,0
1/19/2023,Reg 5,Fronting,66692088,0
1/19/2023,Reg 5,Payment,128573478,0
1/19/2023,Reg 5,Remittance & Sharia,45368953,0
1/19/2023,Reg 6,Bendapos & Meterai,135489087,0
1/19/2023,Reg 6,Fronting,63855901,0
1/19/2023,Reg 6,Payment,194807345,0
1/19/2023,Reg 6,Remittance & Sharia,32261575,0
1/20/2023,Pospay,Bendapos & Meterai,0,0
1/20/2023,Pospay,Fronting,34920,0
1/20/2023,Pospay,Payment,166956045,0
1/20/2023,Pospay,Remittance & Sharia,-2890644,0
1/20/2023,Reg 1,Bendapos & Meterai,142775956,0
1/20/2023,Reg 1,Fronting,49670475,0
1/20/2023,Reg 1,Payment,261258804,0
1/20/2023,Reg 1,Remittance & Sharia,29727930,0
1/20/2023,Reg 2,Bendapos & Meterai,365326311,0
1/20/2023,Reg 2,Fronting,25701052,0
1/20/2023,Reg 2,Payment,96470970,0
1/20/2023,Reg 2,Remittance & Sharia,32454823,0
1/20/2023,Reg 3,Bendapos & Meterai,79381596,0
1/20/2023,Reg 3,Fronting,27180328,0
1/20/2023,Reg 3,Payment,71104703,0
1/20/2023,Reg 3,Remittance & Sharia,46970147,0
1/20/2023,Reg 4,Bendapos & Meterai,117352118,0
1/20/2023,Reg 4,Fronting,28331212,0
1/20/2023,Reg 4,Payment,187912548,0
1/20/2023,Reg 4,Remittance & Sharia,22023650,0
1/20/2023,Reg 5,Bendapos & Meterai,122879042,0
1/20/2023,Reg 5,Fronting,55676411,0
1/20/2023,Reg 5,Payment,132400343,0
1/20/2023,Reg 5,Remittance & Sharia,38309499,0
1/20/2023,Reg 6,Bendapos & Meterai,140046102,0
1/20/2023,Reg 6,Fronting,53392710,0
1/20/2023,Reg 6,Payment,216728707,0
1/20/2023,Reg 6,Remittance & Sharia,30139935,0
1/21/2023,Pospay,Bendapos & Meterai,0,0
1/21/2023,Pospay,Fronting,9412,0
1/21/2023,Pospay,Payment,58382998,0
1/21/2023,Pospay,Remittance & Sharia,-20629562,0
1/21/2023,Reg 1,Bendapos & Meterai,81300174,0
1/21/2023,Reg 1,Fronting,39383792,0
1/21/2023,Reg 1,Payment,68557884,0
1/21/2023,Reg 1,Remittance & Sharia,23542792,0
1/21/2023,Reg 2,Bendapos & Meterai,169008314,0
1/21/2023,Reg 2,Fronting,22874660,0
1/21/2023,Reg 2,Payment,19520365,0
1/21/2023,Reg 2,Remittance & Sharia,24833189,0
1/21/2023,Reg 3,Bendapos & Meterai,40221098,0
1/21/2023,Reg 3,Fronting,22968282,0
1/21/2023,Reg 3,Payment,16746336,0
1/21/2023,Reg 3,Remittance & Sharia,31628340,0
1/21/2023,Reg 4,Bendapos & Meterai,56860064,0
1/21/2023,Reg 4,Fronting,24181296,0
1/21/2023,Reg 4,Payment,46165242,0
1/21/2023,Reg 4,Remittance & Sharia,16146196,0
1/21/2023,Reg 5,Bendapos & Meterai,92923226,0
1/21/2023,Reg 5,Fronting,49096254,0
1/21/2023,Reg 5,Payment,45181845,0
1/21/2023,Reg 5,Remittance & Sharia,27068636,0
1/21/2023,Reg 6,Bendapos & Meterai,58205437,0
1/21/2023,Reg 6,Fronting,45466832,0
1/21/2023,Reg 6,Payment,68112632,0
1/21/2023,Reg 6,Remittance & Sharia,31422199,0
1/22/2023,Pospay,Bendapos & Meterai,0,0
1/22/2023,Pospay,Fronting,22129,0
1/22/2023,Pospay,Payment,22358913,0
1/22/2023,Pospay,Remittance & Sharia,-11935528,0
1/22/2023,Reg 1,Bendapos & Meterai,1752559,0
1/22/2023,Reg 1,Fronting,2760166174,0
1/22/2023,Reg 1,Payment,541853,0
1/22/2023,Reg 1,Remittance & Sharia,5850747,0
1/22/2023,Reg 2,Bendapos & Meterai,2724762,0
1/22/2023,Reg 2,Fronting,789276176,0
1/22/2023,Reg 2,Payment,-148711,0
1/22/2023,Reg 2,Remittance & Sharia,4487790,0
1/22/2023,Reg 3,Bendapos & Meterai,936347,0
1/22/2023,Reg 3,Fronting,1192967294,0
1/22/2023,Reg 3,Payment,-172196,0
1/22/2023,Reg 3,Remittance & Sharia,8006587,0
1/22/2023,Reg 4,Bendapos & Meterai,1177293,0
1/22/2023,Reg 4,Fronting,1236686867,0
1/22/2023,Reg 4,Payment,-441507,0
1/22/2023,Reg 4,Remittance & Sharia,2662815,0
1/22/2023,Reg 5,Bendapos & Meterai,1792550,0
1/22/2023,Reg 5,Fronting,1799254743,0
1/22/2023,Reg 5,Payment,-891806,0
1/22/2023,Reg 5,Remittance & Sharia,3337258,0
1/22/2023,Reg 6,Bendapos & Meterai,1510737,0
1/22/2023,Reg 6,Fronting,2044744641,0
1/22/2023,Reg 6,Payment,-51766,0
1/22/2023,Reg 6,Remittance & Sharia,8062937,0
1/23/2023,Pospay,Bendapos & Meterai,0,0
1/23/2023,Pospay,Fronting,52771,0
1/23/2023,Pospay,Payment,42602303,0
1/23/2023,Pospay,Remittance & Sharia,22570563,0
1/23/2023,Reg 1,Bendapos & Meterai,58866569,0
1/23/2023,Reg 1,Fronting,50970057,0
1/23/2023,Reg 1,Payment,36416755,0
1/23/2023,Reg 1,Remittance & Sharia,26239218,0
1/23/2023,Reg 2,Bendapos & Meterai,83462881,0
1/23/2023,Reg 2,Fronting,26859368,0
1/23/2023,Reg 2,Payment,9045590,0
1/23/2023,Reg 2,Remittance & Sharia,31894096,0
1/23/2023,Reg 3,Bendapos & Meterai,30715236,0
1/23/2023,Reg 3,Fronting,28998855,0
1/23/2023,Reg 3,Payment,8128293,0
1/23/2023,Reg 3,Remittance & Sharia,52728476,0
1/23/2023,Reg 4,Bendapos & Meterai,55059522,0
1/23/2023,Reg 4,Fronting,30296266,0
1/23/2023,Reg 4,Payment,20676769,0
1/23/2023,Reg 4,Remittance & Sharia,16070233,0
1/23/2023,Reg 5,Bendapos & Meterai,68581691,0
1/23/2023,Reg 5,Fronting,59058590,0
1/23/2023,Reg 5,Payment,22433170,0
1/23/2023,Reg 5,Remittance & Sharia,36157495,0
1/23/2023,Reg 6,Bendapos & Meterai,51094602,0
1/23/2023,Reg 6,Fronting,55720919,0
1/23/2023,Reg 6,Payment,28036784,0
1/23/2023,Reg 6,Remittance & Sharia,33379399,0
1/24/2023,Pospay,Bendapos & Meterai,0,0
1/24/2023,Pospay,Fronting,53724,0
1/24/2023,Pospay,Payment,63660393,0
1/24/2023,Pospay,Remittance & Sharia,15642826,0
1/24/2023,Reg 1,Bendapos & Meterai,141532552,0
1/24/2023,Reg 1,Fronting,52988552,0
1/24/2023,Reg 1,Payment,122957548,0
1/24/2023,Reg 1,Remittance & Sharia,32999873,0
1/24/2023,Reg 2,Bendapos & Meterai,158071331,0
1/24/2023,Reg 2,Fronting,27599321,0
1/24/2023,Reg 2,Payment,32256315,0
1/24/2023,Reg 2,Remittance & Sharia,47312507,0
1/24/2023,Reg 3,Bendapos & Meterai,55681489,0
1/24/2023,Reg 3,Fronting,29460321,0
1/24/2023,Reg 3,Payment,25066552,0
1/24/2023,Reg 3,Remittance & Sharia,63153324,0
1/24/2023,Reg 4,Bendapos & Meterai,93977966,0
1/24/2023,Reg 4,Fronting,30584920,0
1/24/2023,Reg 4,Payment,68386689,0
1/24/2023,Reg 4,Remittance & Sharia,25910340,0
1/24/2023,Reg 5,Bendapos & Meterai,146774965,0
1/24/2023,Reg 5,Fronting,60057772,0
1/24/2023,Reg 5,Payment,75931216,0
1/24/2023,Reg 5,Remittance & Sharia,57446987,0
1/24/2023,Reg 6,Bendapos & Meterai,120701469,0
1/24/2023,Reg 6,Fronting,57073568,0
1/24/2023,Reg 6,Payment,100675157,0
1/24/2023,Reg 6,Remittance & Sharia,42984405,0
1/25/2023,Pospay,Bendapos & Meterai,0,0
1/25/2023,Pospay,Fronting,74299,0
1/25/2023,Pospay,Payment,59682959,0
1/25/2023,Pospay,Remittance & Sharia,2472115,0
1/25/2023,Reg 1,Bendapos & Meterai,157532580,0
1/25/2023,Reg 1,Fronting,54870154,0
1/25/2023,Reg 1,Payment,96872976,0
1/25/2023,Reg 1,Remittance & Sharia,25544425,0
1/25/2023,Reg 2,Bendapos & Meterai,276759315,0
1/25/2023,Reg 2,Fronting,27946194,0
1/25/2023,Reg 2,Payment,26914460,0
1/25/2023,Reg 2,Remittance & Sharia,35415027,0
1/25/2023,Reg 3,Bendapos & Meterai,84941126,0
1/25/2023,Reg 3,Fronting,30164804,0
1/25/2023,Reg 3,Payment,21100297,0
1/25/2023,Reg 3,Remittance & Sharia,53263512,0
1/25/2023,Reg 4,Bendapos & Meterai,112801947,0
1/25/2023,Reg 4,Fronting,31720547,0
1/25/2023,Reg 4,Payment,48804747,0
1/25/2023,Reg 4,Remittance & Sharia,18788202,0
1/25/2023,Reg 5,Bendapos & Meterai,174462688,0
1/25/2023,Reg 5,Fronting,61959764,0
1/25/2023,Reg 5,Payment,63188765,0
1/25/2023,Reg 5,Remittance & Sharia,45602445,0
1/25/2023,Reg 6,Bendapos & Meterai,141507184,0
1/25/2023,Reg 6,Fronting,58868442,0
1/25/2023,Reg 6,Payment,79496475,0
1/25/2023,Reg 6,Remittance & Sharia,34018056,0
1/26/2023,Pospay,Bendapos & Meterai,0,0
1/26/2023,Pospay,Fronting,53220,0
1/26/2023,Pospay,Payment,58814754,0
1/26/2023,Pospay,Remittance & Sharia,8556105,0
1/26/2023,Reg 1,Bendapos & Meterai,182969484,0
1/26/2023,Reg 1,Fronting,52354814,0
1/26/2023,Reg 1,Payment,86244839,0
1/26/2023,Reg 1,Remittance & Sharia,32086961,0
1/26/2023,Reg 2,Bendapos & Meterai,413701803,0
1/26/2023,Reg 2,Fronting,27581200,0
1/26/2023,Reg 2,Payment,23248979,0
1/26/2023,Reg 2,Remittance & Sharia,42247777,0
1/26/2023,Reg 3,Bendapos & Meterai,97528501,0
1/26/2023,Reg 3,Fronting,29408636,0
1/26/2023,Reg 3,Payment,20312989,0
1/26/2023,Reg 3,Remittance & Sharia,74330986,0
1/26/2023,Reg 4,Bendapos & Meterai,135830013,0
1/26/2023,Reg 4,Fronting,30324319,0
1/26/2023,Reg 4,Payment,48160859,0
1/26/2023,Reg 4,Remittance & Sharia,24997993,0
1/26/2023,Reg 5,Bendapos & Meterai,237115967,0
1/26/2023,Reg 5,Fronting,60358244,0
1/26/2023,Reg 5,Payment,57805902,0
1/26/2023,Reg 5,Remittance & Sharia,46617983,0
1/26/2023,Reg 6,Bendapos & Meterai,129844690,0
1/26/2023,Reg 6,Fronting,56834040,0
1/26/2023,Reg 6,Payment,70450149,0
1/26/2023,Reg 6,Remittance & Sharia,31020090,0
1/27/2023,Pospay,Bendapos & Meterai,0,0
1/27/2023,Pospay,Fronting,62666,0
1/27/2023,Pospay,Payment,51709900,0
1/27/2023,Pospay,Remittance & Sharia,8792168,0
1/27/2023,Reg 1,Bendapos & Meterai,164918579,0
1/27/2023,Reg 1,Fronting,47560993,0
1/27/2023,Reg 1,Payment,76864795,0
1/27/2023,Reg 1,Remittance & Sharia,28743887,0
1/27/2023,Reg 2,Bendapos & Meterai,268395215,0
1/27/2023,Reg 2,Fronting,25633721,0
1/27/2023,Reg 2,Payment,21980678,0
1/27/2023,Reg 2,Remittance & Sharia,45670126,0
1/27/2023,Reg 3,Bendapos & Meterai,78067949,0
1/27/2023,Reg 3,Fronting,27698617,0
1/27/2023,Reg 3,Payment,17637982,0
1/27/2023,Reg 3,Remittance & Sharia,81156226,0
1/27/2023,Reg 4,Bendapos & Meterai,153218562,0
1/27/2023,Reg 4,Fronting,27786570,0
1/27/2023,Reg 4,Payment,39408040,0
1/27/2023,Reg 4,Remittance & Sharia,25797082,0
1/27/2023,Reg 5,Bendapos & Meterai,169535443,0
1/27/2023,Reg 5,Fronting,55658133,0
1/27/2023,Reg 5,Payment,50013394,0
1/27/2023,Reg 5,Remittance & Sharia,48572831,0
1/27/2023,Reg 6,Bendapos & Meterai,138828526,0
1/27/2023,Reg 6,Fronting,51950497,0
1/27/2023,Reg 6,Payment,61202769,0
1/27/2023,Reg 6,Remittance & Sharia,31850610,0
1/28/2023,Pospay,Bendapos & Meterai,0,0
1/28/2023,Pospay,Fronting,16674,0
1/28/2023,Pospay,Payment,37744844,0
1/28/2023,Pospay,Remittance & Sharia,-18682085,0
1/28/2023,Reg 1,Bendapos & Meterai,73579060,0
1/28/2023,Reg 1,Fronting,39808290,0
1/28/2023,Reg 1,Payment,42616805,0
1/28/2023,Reg 1,Remittance & Sharia,23252184,0
1/28/2023,Reg 2,Bendapos & Meterai,159560053,0
1/28/2023,Reg 2,Fronting,22831037,0
1/28/2023,Reg 2,Payment,9063297,0
1/28/2023,Reg 2,Remittance & Sharia,29840021,0
1/28/2023,Reg 3,Bendapos & Meterai,52378948,0
1/28/2023,Reg 3,Fronting,23178759,0
1/28/2023,Reg 3,Payment,8645374,0
1/28/2023,Reg 3,Remittance & Sharia,60261913,0
1/28/2023,Reg 4,Bendapos & Meterai,69153840,0
1/28/2023,Reg 4,Fronting,23994013,0
1/28/2023,Reg 4,Payment,19407618,0
1/28/2023,Reg 4,Remittance & Sharia,17211393,0
1/28/2023,Reg 5,Bendapos & Meterai,126716397,0
1/28/2023,Reg 5,Fronting,49414241,0
1/28/2023,Reg 5,Payment,27744688,0
1/28/2023,Reg 5,Remittance & Sharia,44090780,0
1/28/2023,Reg 6,Bendapos & Meterai,71917794,0
1/28/2023,Reg 6,Fronting,45671200,0
1/28/2023,Reg 6,Payment,39380935,0
1/28/2023,Reg 6,Remittance & Sharia,31833525,0
1/29/2023,Pospay,Bendapos & Meterai,0,0
1/29/2023,Pospay,Fronting,71919,0
1/29/2023,Pospay,Payment,13442012,0
1/29/2023,Pospay,Remittance & Sharia,-6478473,0
1/29/2023,Reg 1,Bendapos & Meterai,5695822,0
1/29/2023,Reg 1,Fronting,19743814,0
1/29/2023,Reg 1,Payment,-7420392,0
1/29/2023,Reg 1,Remittance & Sharia,6008569,0
1/29/2023,Reg 2,Bendapos & Meterai,8855347,0
1/29/2023,Reg 2,Fronting,7177657,0
1/29/2023,Reg 2,Payment,-2250403,0
1/29/2023,Reg 2,Remittance & Sharia,9494033,0
1/29/2023,Reg 3,Bendapos & Meterai,3043108,0
1/29/2023,Reg 3,Fronting,10137841,0
1/29/2023,Reg 3,Payment,-2081092,0
1/29/2023,Reg 3,Remittance & Sharia,20413740,0
1/29/2023,Reg 4,Bendapos & Meterai,3826200,0
1/29/2023,Reg 4,Fronting,10420122,0
1/29/2023,Reg 4,Payment,-5353933,0
1/29/2023,Reg 4,Remittance & Sharia,3991139,0
1/29/2023,Reg 5,Bendapos & Meterai,5825787,0
1/29/2023,Reg 5,Fronting,17240491,0
1/29/2023,Reg 5,Payment,-5420043,0
1/29/2023,Reg 5,Remittance & Sharia,5929421,0
1/29/2023,Reg 6,Bendapos & Meterai,4909900,0
1/29/2023,Reg 6,Fronting,17829860,0
1/29/2023,Reg 6,Payment,-6786598,0
1/29/2023,Reg 6,Remittance & Sharia,6566581,0
1/30/2023,Pospay,Bendapos & Meterai,0,0
1/30/2023,Pospay,Fronting,508647,0
1/30/2023,Pospay,Fund Distribution,744031186,0
1/30/2023,Pospay,Payment,34985200,0
1/30/2023,Pospay,Remittance & Sharia,-25004651,0
1/30/2023,Reg 1,Bendapos & Meterai,37044574,0
1/30/2023,Reg 1,Fronting,191736964,0
1/30/2023,Reg 1,Fund Distribution,1920465111,0
1/30/2023,Reg 1,Payment,192961798,0
1/30/2023,Reg 1,Remittance & Sharia,9458620,0
1/30/2023,Reg 2,Bendapos & Meterai,57593195,0
1/30/2023,Reg 2,Fronting,188158105,0
1/30/2023,Reg 2,Fund Distribution,847144723,0
1/30/2023,Reg 2,Payment,161657314,0
1/30/2023,Reg 2,Remittance & Sharia,15636027,0
1/30/2023,Reg 3,Bendapos & Meterai,19791756,0
1/30/2023,Reg 3,Fronting,170724070,0
1/30/2023,Reg 3,Fund Distribution,1180596581,0
1/30/2023,Reg 3,Payment,155900397,0
1/30/2023,Reg 3,Remittance & Sharia,30883545,0
1/30/2023,Reg 4,Bendapos & Meterai,24884889,0
1/30/2023,Reg 4,Fronting,113113603,0
1/30/2023,Reg 4,Fund Distribution,1180233429,0
1/30/2023,Reg 4,Payment,103329085,0
1/30/2023,Reg 4,Remittance & Sharia,9058793,0
1/30/2023,Reg 5,Bendapos & Meterai,37889820,0
1/30/2023,Reg 5,Fronting,211235460,0
1/30/2023,Reg 5,Fund Distribution,1811754785,0
1/30/2023,Reg 5,Payment,178572235,0
1/30/2023,Reg 5,Remittance & Sharia,18068254,0
1/30/2023,Reg 6,Bendapos & Meterai,31933091,0
1/30/2023,Reg 6,Fronting,188415764,0
1/30/2023,Reg 6,Fund Distribution,2629920496,0
1/30/2023,Reg 6,Payment,125132447,0
1/30/2023,Reg 6,Remittance & Sharia,11736817,0
1/31/2023,Pospay,Bendapos & Meterai,0,0
1/31/2023,Pospay,Fronting,86072,0
1/31/2023,Pospay,Fund Distribution,4142083,0
1/31/2023,Pospay,Payment,51499825,0
1/31/2023,Pospay,Remittance & Sharia,21441979,0
1/31/2023,Reg 1,Bendapos & Meterai,206984918,0
1/31/2023,Reg 1,Fronting,41125979,0
1/31/2023,Reg 1,Fund Distribution,3590322163,0
1/31/2023,Reg 1,Payment,96789935,0
1/31/2023,Reg 1,Remittance & Sharia,74506085,0
1/31/2023,Reg 2,Bendapos & Meterai,291101047,0
1/31/2023,Reg 2,Fronting,23697303,0
1/31/2023,Reg 2,Fund Distribution,1584039572,0
1/31/2023,Reg 2,Payment,26603213,0
1/31/2023,Reg 2,Remittance & Sharia,61505999,0
1/31/2023,Reg 3,Bendapos & Meterai,93821917,0
1/31/2023,Reg 3,Fronting,23358874,0
1/31/2023,Reg 3,Fund Distribution,2207546896,0
1/31/2023,Reg 3,Payment,22644299,0
1/31/2023,Reg 3,Remittance & Sharia,130268628,0
1/31/2023,Reg 4,Bendapos & Meterai,150725581,0
1/31/2023,Reg 4,Fronting,23961913,0
1/31/2023,Reg 4,Fund Distribution,2206867855,0
1/31/2023,Reg 4,Payment,48518590,0
1/31/2023,Reg 4,Remittance & Sharia,30232710,0
1/31/2023,Reg 5,Bendapos & Meterai,220978594,0
1/31/2023,Reg 5,Fronting,48878343,0
1/31/2023,Reg 5,Fund Distribution,3393441248,0
1/31/2023,Reg 5,Payment,64820746,0
1/31/2023,Reg 5,Remittance & Sharia,251465023,0
1/31/2023,Reg 6,Bendapos & Meterai,171630975,0
1/31/2023,Reg 6,Fronting,46014689,0
1/31/2023,Reg 6,Fund Distribution,4917575501,0
1/31/2023,Reg 6,Payment,90558493,0
1/31/2023,Reg 6,Remittance & Sharia,347900578,0
2/1/2023,Pospay,Bendapos & Meterai,0,0
2/1/2023,Pospay,Fronting,22335,0
2/1/2023,Pospay,Fund Distribution,2,0
2/1/2023,Pospay,Payment,90412007,0
2/1/2023,Pospay,Remittance & Sharia,38213293,0
2/1/2023,Reg 1,Bendapos & Meterai,195482214,0
2/1/2023,Reg 1,Fronting,18050389,0
2/1/2023,Reg 1,Payment,92786242,0
2/1/2023,Reg 1,Remittance & Sharia,37990312,0
2/1/2023,Reg 2,Bendapos & Meterai,319287073,0
2/1/2023,Reg 2,Fronting,7448445,0
2/1/2023,Reg 2,Payment,30381787,0
2/1/2023,Reg 2,Remittance & Sharia,63646913,0
2/1/2023,Reg 3,Bendapos & Meterai,141736172,0
2/1/2023,Reg 3,Fronting,49564646,0
2/1/2023,Reg 3,Payment,31507274,0
2/1/2023,Reg 3,Remittance & Sharia,119537808,0
2/1/2023,Reg 4,Bendapos & Meterai,131940494,0
2/1/2023,Reg 4,Fronting,18842892,0
2/1/2023,Reg 4,Payment,56167148,0
2/1/2023,Reg 4,Remittance & Sharia,30908792,0
2/1/2023,Reg 5,Bendapos & Meterai,197232217,0
2/1/2023,Reg 5,Fronting,50896535,0
2/1/2023,Reg 5,Payment,64444422,0
2/1/2023,Reg 5,Remittance & Sharia,69935791,0
2/1/2023,Reg 6,Bendapos & Meterai,154476170,0
2/1/2023,Reg 6,Fronting,24924791,0
2/1/2023,Reg 6,Payment,83230093,0
2/1/2023,Reg 6,Remittance & Sharia,37483874,0
2/2/2023,Pospay,Bendapos & Meterai,0,0
2/2/2023,Pospay,Fronting,3001,0
2/2/2023,Pospay,Payment,97753981,0
2/2/2023,Pospay,Remittance & Sharia,42311887,0
2/2/2023,Reg 1,Bendapos & Meterai,177526940,0
2/2/2023,Reg 1,Fronting,43831454,0
2/2/2023,Reg 1,Payment,118831986,0
2/2/2023,Reg 1,Remittance & Sharia,39086303,0
2/2/2023,Reg 2,Bendapos & Meterai,347621632,0
2/2/2023,Reg 2,Fronting,26888133,0
2/2/2023,Reg 2,Payment,51656011,0
2/2/2023,Reg 2,Remittance & Sharia,73929595,0
2/2/2023,Reg 3,Bendapos & Meterai,106877197,0
2/2/2023,Reg 3,Fronting,49864684,0
2/2/2023,Reg 3,Payment,36979273,0
2/2/2023,Reg 3,Remittance & Sharia,132735651,0
2/2/2023,Reg 4,Bendapos & Meterai,141417812,0
2/2/2023,Reg 4,Fronting,34251208,0
2/2/2023,Reg 4,Payment,74403817,0
2/2/2023,Reg 4,Remittance & Sharia,33661936,0
2/2/2023,Reg 5,Bendapos & Meterai,330767208,0
2/2/2023,Reg 5,Fronting,76135569,0
2/2/2023,Reg 5,Payment,85856757,0
2/2/2023,Reg 5,Remittance & Sharia,74361406,0
2/2/2023,Reg 6,Bendapos & Meterai,153797803,0
2/2/2023,Reg 6,Fronting,52893543,0
2/2/2023,Reg 6,Payment,119098417,0
2/2/2023,Reg 6,Remittance & Sharia,38208752,0
2/3/2023,Pospay,Bendapos & Meterai,0,0
2/3/2023,Pospay,Fronting,-10719,0
2/3/2023,Pospay,Payment,97208444,0
2/3/2023,Pospay,Remittance & Sharia,45622084,0
2/3/2023,Reg 1,Bendapos & Meterai,6971493,0
2/3/2023,Reg 1,Fronting,46903265,0
2/3/2023,Reg 1,Payment,134039854,0
2/3/2023,Reg 1,Remittance & Sharia,35784332,0
2/3/2023,Reg 2,Bendapos & Meterai,10838632,0
2/3/2023,Reg 2,Fronting,27103797,0
2/3/2023,Reg 2,Payment,58906780,0
2/3/2023,Reg 2,Remittance & Sharia,63571947,0
2/3/2023,Reg 3,Bendapos & Meterai,3724658,0
2/3/2023,Reg 3,Fronting,40752135,0
2/3/2023,Reg 3,Payment,38789164,0
2/3/2023,Reg 3,Remittance & Sharia,128608735,0
2/3/2023,Reg 4,Bendapos & Meterai,4683140,0
2/3/2023,Reg 4,Fronting,34078556,0
2/3/2023,Reg 4,Payment,75024852,0
2/3/2023,Reg 4,Remittance & Sharia,32244661,0
2/3/2023,Reg 5,Bendapos & Meterai,7130566,0
2/3/2023,Reg 5,Fronting,66285482,0
2/3/2023,Reg 5,Payment,88218295,0
2/3/2023,Reg 5,Remittance & Sharia,68919696,0
2/3/2023,Reg 6,Bendapos & Meterai,6009552,0
2/3/2023,Reg 6,Fronting,54773060,0
2/3/2023,Reg 6,Payment,143539435,0
2/3/2023,Reg 6,Remittance & Sharia,37859510,0
2/4/2023,Pospay,Bendapos & Meterai,0,0
2/4/2023,Pospay,Fronting,-1672,0
2/4/2023,Pospay,Payment,75523565,0
2/4/2023,Pospay,Remittance & Sharia,-11327,0
2/4/2023,Reg 1,Bendapos & Meterai,100253870,0
2/4/2023,Reg 1,Fronting,48041255,0
2/4/2023,Reg 1,Payment,84399855,0
2/4/2023,Reg 1,Remittance & Sharia,27489735,0
2/4/2023,Reg 2,Bendapos & Meterai,182652598,0
2/4/2023,Reg 2,Fronting,27307175,0
2/4/2023,Reg 2,Payment,37561847,0
